Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Desirability,Score
Конфеты Bounty,78005190,кг,0.2,4.94,12000,63.79,Цена за 100 г,200.0,3.1,25.0,60.3,484.0,2,5.67
Напиток кофейный Нескафе 3в1 мягкий растворимый 14.5г,4055790,шт,1.0,4.93,24848,17.99,15 г,15.0,1.3,13.0,77.0,435.0,2,4.33
Кускус Global Village 450г,3999883,шт,1.0,4.91,3284,159.99,450 г,450.0,13.0,2.5,68.0,350.0,8,6.67
Конфеты Scandic без сахара со вкусом Вишня 14г,4312494,шт,1.0,4.91,6104,89.99,14 г,14.0,0.0,0.0,94.0,230.0,4,6.0
Сливки Домик в деревне 10% БЗМЖ 270мл,3496642,шт,1.0,4.94,5814,104.99,270 мл,270.0,2.6,10.0,4.4,118.0,5,7.67
Сок Сады Придонья яблоко-персик с мякотью для детского питания 1л,80182,шт,1.0,4.93,11056,,1 л,1000.0,0.0,0.0,11.5,46.0,2,8.0
Батончик Snaq Fabriq Coco Tropic Манго-маракуйя 40г,4126139,шт,1.0,4.86,1234,,40 г,40.0,2.7,11.4,3.5,159.0,7,7.33
Шпроты Fish House из балтийской кильки в масле 160г,3418192,шт,1.0,4.93,9910,119.99,160 г,160.0,12.0,17.0,0.0,356.0,8,8.0
Чай зеленый Assand Jasmine Blossom китайский с жасмином 25х2г,4074015,шт,1.0,4.91,4724,109.99,25 шт,-1.0,0.0,0.0,0.0,0.0,2,8.0
Масло сливочное Станция Молочная Шоколадное 62% БЗМЖ 180г,4093223,шт,1.0,4.91,6334,229.99,180 г,180.0,1.2,62.0,19.6,640.0,5,6.67
Майонез Ряба Провансаль Оливковый 67% 630г,4233421,шт,1.0,4.93,8486,199.99,670 мл,670.0,0.5,67.0,2.5,620.0,2,5.0
Мясо крабовое Балтийский Берег Снежный краб в классическом соусе 150г,4140827,шт,1.0,4.92,15113,118.99,150 г,150.0,2.0,43.0,9.5,430.0,4,7.0
Соломка рыбная Флотская Васаби солено-сушеная 15г,3475872,шт,1.0,4.9,5344,41.99,15 г,15.0,41.1,4.5,0.1,214.5,4,7.0
Каша Красная Цена овсяная с клубникой быстрого приготовления 35г,4266548,шт,1.0,4.91,8248,6.99,35 г,35.0,9.8,4.5,62.0,340.0,2,7.0
Молоко Алексеевское цельное сгущенное с сахаром 8.5% БЗМЖ 7г,4358353,шт,1.0,4.9,2759,4.99,7 г,7.0,7.5,8.5,56.0,330.0,3,8.33
Крахмал Рестория картофельный 200г,4231551,шт,1.0,4.93,4636,,200 г,200.0,0.0,0.0,79.3,328.0,2,6.0
Рис пропаренный шлифованный 900г,3608320,шт,1.0,4.91,14247,117.99,900 г,900.0,6.5,1.0,79.0,350.0,8,7.67
Пельмени Мираторг Богатырский Рецепт категории Б 700г,4313505,шт,1.0,4.83,5480,,700 г,700.0,10.0,19.0,30.0,330.0,4,6.33
Сметана Брест-Литовск 15% БЗМЖ 300г,4262697,шт,1.0,4.92,13656,94.99,300 г,300.0,2.7,15.0,2.9,157.4,5,8.0
Семена Красная Цена тыквенные обжаренные 100г,3474695,шт,1.0,4.83,5462,104.99,100 г,100.0,13.5,51.2,18.5,589.0,2,7.0
Паста томатная Красная цена 500г,3346238,шт,1.0,4.9,12885,99.99,500 г,500.0,2.8,0.0,13.2,64.0,3,8.0
"Приправа Maggi с томатами, базиликом и чесноком 20г",4288209,шт,1.0,4.92,2190,,20 г,20.0,10.0,4.4,50.0,302.0,1,7.0
Напиток Fresh Bar Magic Skills 1.0 безалкогольный газированный 1.5л,4277462,шт,1.0,4.93,13573,89.99,1.5 л,1500.0,0.0,0.0,11.0,44.0,1,38.25
Печенье Кукис геркулес 60г,78035461,шт,1.0,4.86,513,49.99,60 г,60.0,6.0,17.0,59.0,410.0,3,3.33
Кофе молотый L'or Espresso Caramel натуральный жареный в капсулах 10x5.2г,4250371,шт,1.0,4.88,1022,345.99,10 шт,-1.0,13.9,14.4,2.8,218.0,2,5.33
Торт Фили-Бейкер Панчитто бисквитный 450г,4363603,шт,1.0,4.86,263,549.99,450 г,450.0,4.8,10.4,40.2,274.0,2,6.0
Чак-чак Казанский ХЗ №3 300г,3179881,шт,1.0,4.78,595,289.99,300 г,300.0,4.9,31.4,40.3,463.3,2,6.67
Чипсы картофельные Lay's Краб 70г,4277063,шт,1.0,4.94,21991,92.99,70 г,70.0,6.0,32.0,53.0,520.0,1,3.0
Кефир Станция Молочная 2.5% БЗМЖ 930г,4139380,шт,1.0,4.89,5126,82.99,904 мл,904.0,3.0,2.5,4.0,51.0,6,7.67
Паштет Красная Цена печеночный 150г,3455598,шт,1.0,4.87,13637,25.99,150 г,150.0,6.0,17.0,6.0,210.0,6,6.0
Икра лососевая Тунгутун ст/б 90г,2046729,шт,1.0,4.83,1603,799.99,90 г,90.0,31.0,12.0,0.0,232.0,5,5.33
Драже M&M’s с молочным шоколадом 145г,4157547,шт,1.0,4.93,2101,186.99,145 г,145.0,5.0,19.0,74.0,493.0,2,4.67
Жевательная резинка Eclipse ледяная вишня 13.6г,2111640,шт,1.0,4.94,7445,50.99,14 г,14.0,0.0,0.0,62.0,150.0,1,3.0
Творог Простоквашино рассыпчатый 5% БЗМЖ 320г,4068000,шт,1.0,4.92,7387,179.99,320 г,320.0,15.0,5.0,1.5,110.0,7,8.0
Грудинка Ремит Домашняя копчёно-вареная нарезка 150г,3289758,шт,1.0,4.92,4384,164.99,150 г,150.0,13.0,33.0,0.0,350.0,4,7.0
Смесь овощная Морозко Рагу замороженная 400г,4380592,шт,1.0,4.76,334,79.99,400 г,400.0,2.8,0.5,9.5,54.0,6,7.67
Десерт Konti Bonjour вкус рождественский кекс 232г,4313638,шт,1.0,4.85,208,,232 г,232.0,3.0,18.0,65.0,440.0,2,5.67
Напиток кофейный Нескафе 3в1 карамель растворимый 14.5г,4055787,шт,1.0,4.92,19019,16.99,15 г,15.0,1.5,13.0,74.0,434.0,2,4.0
Вафли Яшкино с вареной сгущенкой 300г,2126677,шт,1.0,4.92,8949,,300 г,300.0,5.0,27.0,63.0,520.0,2,4.0
Тушенка Гастроном №1 свиная 500г,4173456,шт,1.0,4.78,3984,,500 г,500.0,6.0,14.0,0.7,152.8,6,3.0
Вода минеральная Societe Minerale лечебно-столовая газированная 1.5л,3428770,шт,1.0,4.93,14362,60.99,1.5 л,1500.0,0.0,0.0,0.0,0.0,3,9.0
Фарш Гастроном №1 свиной охлажденный 300г,4323016,шт,1.0,4.89,12720,,300 г,300.0,12.0,19.0,0.0,219.0,6,7.0
Масло Altero подсолнечное с добавлением оливкового 810мл,85884,шт,1.0,4.95,32107,175.99,810 мл,810.0,0.0,99.9,0.0,899.0,8,7.0
Напиток кисломолочный Имунеле for Kids Тутти-Фрутти 1.5% БЗМЖ 100мл,3398891,шт,1.0,4.93,4733,32.99,100 мл,100.0,2.7,1.5,11.4,74.0,6,8.33
Сайра Fish House тихоокеанская натуральная 240г,3423841,шт,1.0,4.88,5987,,240 г,240.0,17.0,12.0,0.0,176.0,8,8.33
Сыр Город сыра Гурманский плавленый копченый нарезка 40% БЗМЖ 150г,4316250,шт,1.0,4.91,4677,,150 г,150.0,9.1,22.1,17.1,304.0,5,7.0
Напиток чайный Вкус & Польза Мята перечная 20x1.5г,4216734,шт,1.0,4.9,2240,76.99,20 шт,-1.0,19.9,6.0,22.2,222.4,2,7.33
Конфеты Happy Hit Ассорти,4276060,кг,0.2,4.91,14618,38.49,Цена за 100 г,200.0,5.5,23.0,75.0,490.0,2,3.33
Крабовые палочки Русское Море Краб-ролл с сыром охлажденные 180г,4125939,шт,1.0,4.9,6467,139.99,180 г,180.0,7.8,5.1,11.7,124.0,5,5.33
Подарок Сладкий Красный Октябрь Любимые с детства 350г,3437585,шт,1.0,4.86,328,,350 г,350.0,4.0,16.0,73.0,450.0,1,6.33
"Спагетти Зерница высший сорт, 500г",4008044,шт,1.0,4.93,14839,54.99,500 г,500.0,10.5,1.0,71.0,340.0,8,8.0
Йогурт питьевой АктиБио злаки 1.6% 260г,4298974,шт,1.0,4.95,11203,68.99,260 г,260.0,3.0,1.6,11.0,183.0,3,6.67
Сырок Вилле Ваюнсен Клубничный творожный глазированный 23% 40г,4349316,шт,1.0,4.86,12421,24.99,40 г,40.0,7.0,23.0,37.0,380.0,2,6.0
Масло Borges оливковое Extra virgin original 0.5л,27062,шт,1.0,4.91,845,1029.0,500 мл,500.0,0.0,100.0,0.0,90.0,8,9.33
Коктейль Parmalat Caffe Latte молочный с кофе 2.3% БЗМЖ 500мл,25369,шт,1.0,4.87,556,109.99,500 мл,500.0,3.1,2.3,11.3,78.0,4,5.67
Сыр Брест-Литовск сливочный 50% БЗМЖ 200г,3670270,шт,1.0,4.92,11814,,200 г,200.0,22.5,29.5,0.0,355.5,7,7.67
Шейка свиная Рестория охлажденная 400г,3619731,шт,1.0,4.9,6940,,400 г,400.0,14.0,25.0,0.0,282.0,8,7.0
Соус Рестория сливочно-чесночный 233г,4088999,шт,1.0,4.9,9304,59.99,233 г,233.0,0.4,42.0,5.5,400.0,2,6.67
Колбаса Останкино Пресижн сырокопченая 250г,3440967,шт,1.0,4.87,9282,,250 г,250.0,20.0,46.0,0.0,494.0,3,4.33
Напиток энергетический Double You Оригинальный 0.45л,4306953,шт,1.0,4.91,14362,87.99,450 мл,450.0,0.0,0.0,4.5,20.0,1,7.67
Киноа Global Village 450г,4276123,шт,1.0,4.9,2160,192.99,450 г,450.0,14.0,7.0,65.0,380.0,8,8.67
Жевательный мармелад Chupa Chups Роллсы с Апельсиново-лимонным вкусом кислые 150г,4121693,шт,1.0,4.93,6686,173.99,150 г,150.0,0.4,0.5,86.0,360.0,2,2.0
Продукт овсяный Velle Каша с курагой ферментированный 170г,4310686,шт,1.0,4.8,674,,170 г,170.0,1.5,2.5,15.0,90.0,4,6.33
Сок Global Village томатный 0.95л,3694329,шт,1.0,4.89,11408,104.99,950 мл,950.0,0.0,0.0,3.0,15.0,2,7.67
Головы цыплят замороженные,4229139,кг,1.0,4.82,664,99.99,Цена за 1 кг,1000.0,8.0,8.0,0.0,100.0,7,4.0
Молоко С Нашей Фермы ультрапастеризованное 3.2% БЗМЖ 925мл,3485660,шт,1.0,4.93,13319,99.99,925 мл,925.0,3.0,3.2,4.7,60.0,6,7.67
Кофе в зернах Venetto Arabica Blend натуральный жареный 1кг,4089752,шт,1.0,4.88,1319,1539.0,1 кг,1000.0,0.0,0.0,0.0,0.0,2,6.33
Камбала От Рыбаков сушеная 100г,3420610,шт,1.0,4.86,5735,169.99,100 г,100.0,28.0,2.0,0.0,130.0,4,8.33
Напиток Fresh Orange газированный 2л,4306387,шт,1.0,4.93,10769,,2 л,2000.0,0.0,0.0,4.5,20.0,1,6.67
Чай зеленый Ahmad Tea Китайский 25х1.8г,3470343,шт,1.0,4.89,3314,69.99,25 шт,-1.0,0.0,0.0,0.0,0.0,2,8.0
Сельдь Fish House тихоокеанская холодного копчения в вакуумной упаковке 300г,3604443,шт,1.0,4.65,612,139.99,300 г,300.0,23.0,16.0,0.0,236.0,4,8.0
Лапша Биг Ланч С говядиной в остром соусе 90г,4126235,шт,1.0,4.91,10878,92.99,90 г,90.0,7.5,15.0,55.0,390.0,3,4.0
Пломбир Станция Молочная ванильный 12% БЗМЖ 200г,4313868,шт,1.0,4.89,5538,109.99,200 г,200.0,3.0,12.0,21.0,200.0,3,5.33
Рис Селяночка длиннозерный первый сорт 5х80г,4266515,шт,1.0,4.93,7347,,400 г,400.0,7.0,0.4,77.0,340.0,8,7.0
Батончик Bombbar Фундучное пралине 40г,4129082,шт,1.0,4.84,1156,89.99,40 г,40.0,25.0,17.1,15.9,391.0,7,8.0
Бедро цыпленка Петелинка Классическое охлажденное,4347956,кг,0.9,4.88,6137,259.99,Цена за 1 кг,900.0,17.0,15.0,0.0,200.0,8,8.0
Яйцо куриное Окское С1 белое 30 шт.,3062838,шт,1.0,4.93,7105,349.99,30 шт,-1.0,12.7,11.5,0.7,157.0,10,8.33
Шампиньоны Global Village 400г,3655737,шт,1.0,4.93,31225,197.99,400 г,400.0,2.1,0.3,2.6,22.0,5,8.0
Творог Савушкин Малина зерненый 5% БЗМЖ 130г,3377512,шт,1.0,4.93,8254,70.99,130 г,130.0,10.0,5.0,2.8,96.0,7,6.0
Сметана Простоквашино 25% БЗМЖ 300г,4121607,шт,1.0,4.94,14581,129.99,300 г,300.0,2.4,25.0,3.1,247.0,5,7.67
Ананасы Красная Цена кусочки в сиропе 580мл,2103033,шт,1.0,4.91,7310,139.99,580 мл,580.0,0.3,0.1,16.2,66.0,5,6.67
Спред растительно-сливочный Кремлевское 72.5% СЗМЖ 180г,17819,шт,1.0,4.93,12755,71.99,180 г,180.0,1.0,72.5,1.5,660.0,5,8.0
Масло Золотая семечка подсолнечное рафинированное 1л,64128,шт,1.0,4.94,24819,,1 л,1000.0,0.0,99.9,0.0,899.0,8,7.0
Приправа Рестория для рыбы 15г,4351836,шт,1.0,4.9,4586,43.99,15 г,15.0,0.0,0.0,0.0,0.0,1,8.0
Утёнок Улыбино в горчично-пряном маринаде замороженный,4082493,кг,2.8,4.94,74,499.99,Цена за 1 кг,2800.0,16.0,20.0,2.0,275.0,7,5.0
Коктейль из морепродуктов 3 Fish в масле 150г,3466854,шт,1.0,4.91,6604,139.99,150 г,150.0,13.0,2.0,0.0,88.0,8,8.0
Огурцы Global Village корнишоны маринованные 720мл,3231209,шт,1.0,4.88,14471,,720 мл,720.0,0.6,0.0,4.5,20.0,4,8.0
Сливки Село Зеленое стерилизованные 10% БЗМЖ 500мл,3328522,шт,1.0,4.92,4583,139.99,500 мл,500.0,2.6,10.0,4.5,118.0,5,8.0
Азу из курицы с картофельным пюре замороженное СытоЕдов 300г,4306830,шт,1.0,4.83,847,,300 г,300.0,5.0,5.0,8.5,100.0,3,6.33
Вафли Эссен Продакшн Вертушки-веснушки шоколад 400г,3668256,шт,1.0,4.92,4903,144.99,400 г,400.0,4.5,28.0,60.0,510.0,2,12.22
Сельдь Матиас Оригинал филе в масле 250г,79542,шт,1.0,4.91,11933,205.99,250 г,250.0,10.9,27.4,0.0,290.0,6,7.0
Сервелат Папа может Зернистый 350г,4135604,шт,1.0,4.93,27006,159.99,350 г,350.0,12.0,24.0,0.0,264.0,3,6.67
Горбуша 5 Морей натуральная 250г,87726,шт,1.0,4.92,8397,225.99,250 г,250.0,21.0,6.0,0.0,138.0,8,8.0
Семена подсолнечника Mixbar жареные с добавлением морской соли 100г,4098157,шт,1.0,4.83,10887,,100 г,100.0,20.7,52.9,3.4,573.0,2,7.67
Горошек Global Village зеленый быстрозамороженный 400г,4192378,шт,1.0,4.69,333,99.99,400 г,400.0,5.0,0.2,13.8,77.0,6,8.67
Сосиски Мясная ферма Баварские вареные 370г,4269691,шт,1.0,4.87,5508,,370 г,370.0,12.0,28.0,2.0,308.0,4,5.67
Пельмени Сибирская Коллекция Сочные с фаршем на молоке 700г,4117267,шт,1.0,4.85,6100,,700 г,700.0,9.0,11.0,20.7,217.8,4,5.0
Напиток энергетический Red Bull 0.473л,3173468,шт,1.0,4.93,11590,,473 мл,473.0,0.0,0.0,11.0,46.0,1,5.67
Кофе Jardin Americano Crema молотый 250г,3493712,шт,1.0,4.89,2621,373.99,250 г,250.0,13.0,14.0,4.0,200.0,2,7.0
Коктейль Мохито клубничный безалкогольный газированный 0.45л,4324788,шт,1.0,4.93,12346,79.99,450 мл,450.0,0.0,0.0,4.5,20.0,1,5.33
Сыр плавленый Viola с лисичками 50% БЗМЖ 200г,3908604,шт,1.0,4.9,3561,,200 г,200.0,10.0,20.0,3.0,232.0,5,7.0
Нектар Global Village апельсиновый 950мл,3634675,шт,1.0,4.91,10877,142.99,950 мл,950.0,0.0,0.0,13.0,50.0,2,8.0
Торт Вкус детства Наполеон 500г,4304727,шт,1.0,4.76,357,349.99,500 г,500.0,6.4,42.2,38.7,558.0,2,5.0
"Ассорти Мясная история Колбаса говяжья, карпаччо из индейки сырокопченое 85г",4368509,шт,1.0,4.85,1216,,85 г,85.0,26.0,16.0,3.0,230.0,4,6.67
Майонез Рестория Оливковый 67% 400мл,4095200,шт,1.0,4.92,11182,116.99,400 мл,400.0,0.4,67.0,2.5,610.0,2,3.33
Чипсы картофельные Lay's Рифленые Лобстер 140г,4210948,шт,1.0,4.93,21382,169.99,140 г,140.0,6.0,32.0,53.0,520.0,1,6.67
Паштет Рузком печеночный со сливочным маслом 117г,3605369,шт,1.0,4.85,3802,,117 г,117.0,9.0,29.0,0.0,297.0,6,7.0
Смесь Global Village Суп по-итальянски натуральная 200г,4256377,шт,1.0,4.9,4185,142.99,200 г,200.0,12.0,0.6,76.0,360.0,8,6.67
Фарш Мираторг говяжий охлажденный 400г,4288090,шт,1.0,4.85,5563,329.99,400 г,400.0,12.0,35.0,0.0,360.0,6,8.0
Пирожное Royal Baker Корзиночка Фруктовый Восторг 250г,4303230,шт,1.0,4.75,1750,219.99,250 г,250.0,4.0,13.0,69.0,407.0,2,5.33
Набор кондитерских изделий Славянка Настоящий подарок от славянки №1 новогодний 202г,4368531,шт,1.0,4.83,517,,202 г,202.0,2.5,8.5,72.0,380.0,1,5.0
Напиток кофейный Нескафе 3в1 классик растворимый 14.5г,4055789,шт,1.0,4.93,22916,17.99,15 г,15.0,1.4,12.0,78.0,434.0,2,5.67
Лечо Global Village 520г,4039916,шт,1.0,4.91,7467,,520 г,520.0,1.0,0.0,9.5,40.0,6,7.67
Кофе в зернах Venetto Arabica Blend жареный 250г,4089751,шт,1.0,4.79,1468,375.99,250 г,250.0,0.0,0.0,0.0,0.0,2,7.0
Зельц Мясная Ферма мясо прессованное 400г,4109834,шт,1.0,4.9,9740,186.99,400 г,400.0,15.5,18.0,0.0,224.0,6,7.0
Жевательная резинка Orbit клубника-банан 13.6г,3341070,шт,1.0,4.92,8852,36.99,14 г,14.0,0.0,0.0,68.0,170.0,1,2.67
Риет Балтийский берег Горбуша подкопченная рубленая 180г,4269406,шт,1.0,4.87,4222,129.99,180 г,180.0,19.0,23.0,12.0,330.0,4,6.0
Айран Станция Молочная 0.1% БЗМЖ 1л,4087748,шт,1.0,4.9,4924,81.99,1 л,1000.0,1.4,0.1,2.4,16.0,6,8.0
Зерно творожное Станция Молочная с клубникой в сливках 5% БЗМЖ 130г,4128948,шт,1.0,4.92,5066,65.99,130 г,130.0,11.2,5.0,3.6,104.0,7,7.33
Палочки Рыбный базар крабовые со вкусом и ароматом краба 180г,4369176,шт,1.0,4.78,2468,,180 г,180.0,3.0,4.8,15.7,120.0,5,6.0
Приправа Рестория для курицы 15г,4115011,шт,1.0,4.93,9414,,15 г,15.0,8.3,4.5,16.0,170.0,1,8.33
Сухарики Mix Bar ржаные со вкусом семги и сыра 50г,4007655,шт,1.0,4.91,22068,16.99,50 г,50.0,11.0,8.5,73.0,410.0,2,4.33
Смесь сухая Maggi На второе для румяной картошечки по-деревенски с соусом тартар 29г,3648576,шт,1.0,4.94,5738,84.99,29 г,29.0,5.7,3.3,59.0,304.0,1,6.0
Рис Националь для плова 900г,3413111,шт,1.0,4.93,6177,153.99,900 г,900.0,6.5,0.5,83.0,360.0,8,8.0
Напиток Фругурт кисломолочный со вкусом персика 1% БЗМЖ 930г,4362747,шт,1.0,4.93,15126,119.99,930 г,930.0,2.6,1.0,12.0,67.0,3,6.67
Пельмени Сибирская Коллекция Фирменные 700г,3693418,шт,1.0,4.81,1877,529.99,700 г,700.0,11.0,13.0,25.0,260.0,4,5.33
Каша Mollis овсяная с молоком и со вкусом черники 40г,4165159,шт,1.0,4.92,7205,23.99,40 г,40.0,13.0,4.5,65.0,360.0,2,8.0
Напиток Obsesso Латте кофейный с молоком 250мл,4336758,шт,1.0,4.79,1349,159.99,250 мл,250.0,1.4,1.0,9.0,50.0,4,7.67
Молоко Сарафаново пастеризованное 2.5% БЗМЖ 930мл,3613024,шт,1.0,4.93,20046,89.99,930 мл,930.0,2.9,2.5,4.7,52.9,6,7.0
Скумбрия Fish House атлантическая натуральная с добавлением масла 240г,4114168,шт,1.0,4.9,6997,,240 г,240.0,13.0,10.0,0.0,267.0,8,8.33
Мармелад Mixbar Веселые мишки жевательный 140г,4082523,шт,1.0,4.89,8320,69.99,140 г,140.0,8.0,0.0,70.0,310.0,2,4.33
Анчоус Тиксы столефорус сушено-вяленый 36г,4297794,шт,1.0,4.83,2313,65.99,36 г,36.0,54.7,2.8,0.0,244.0,4,8.0
Колбаса Великолукский МК По-краковски полукопченая 300г,4054823,шт,1.0,4.89,10928,,300 г,300.0,15.0,26.0,0.0,290.0,3,6.33
Ассорти Extra Fish рыба масляная форель радужная ломтики-филе холодного копчения в вакуумной упаковке 100г,4355969,шт,1.0,4.16,37,,100 г,100.0,18.0,7.0,0.0,135.0,4,8.67
Сырок творожный Свитлогорье с какао глазированный 26% 50г,3463779,шт,1.0,4.93,9434,65.99,50 г,50.0,8.7,27.5,33.5,416.0,2,4.33
Йогурт Даниссимо с хрустящими ягодными шариками 6.9% 105г,3434086,шт,1.0,4.95,18365,72.99,105 г,105.0,3.3,6.9,11.9,123.0,3,6.67
Напиток энергетический Pulseup Berry Energy газированный 0.45л,4339157,шт,1.0,4.9,9420,76.99,450 мл,450.0,0.0,0.0,12.0,50.0,1,6.67
Филе бедра индейки Индилайт охлажденное 410г,3673236,шт,1.0,4.88,4834,318.99,410 г,410.0,16.0,9.0,0.0,150.0,8,7.67
Вода Рычал-су минеральная лечебно-столовая газированная 1л,81003,шт,1.0,4.95,10304,119.99,1 л,1000.0,0.0,0.0,0.0,0.0,3,9.0
Варенье Варенька вишневое 380г,4177560,шт,1.0,4.91,4091,,380 г,380.0,0.0,0.0,63.0,252.0,2,6.67
Огурцы Global Village целые маринованные 720мл,3327870,шт,1.0,4.89,11176,,720 мл,720.0,0.0,0.0,3.0,12.0,4,7.33
Батончик Bombbar Малиновый сорбет 40г,4086382,шт,1.0,4.86,1419,,40 г,40.0,10.0,6.4,8.4,356.0,7,7.67
Персики Global Village половинки в сиропе 820г,3329210,шт,1.0,4.87,2562,299.99,850 мл,850.0,0.5,0.0,16.0,65.0,5,4.67
Какао-напиток Venetto Горячий Шоколад 10х20г,4267142,шт,1.0,4.86,3205,129.99,200 г,200.0,5.5,7.5,77.0,398.0,2,4.0
Сливки Домик в деревне 33% БЗМЖ 200г,4262852,шт,1.0,4.9,1841,169.99,200 г,200.0,2.2,33.0,3.3,319.0,5,8.0
Кефир ЭкоНива 3.2% БЗМЖ 1кг,3922310,шт,1.0,4.92,5139,109.99,1 кг,1000.0,3.0,3.2,4.0,55.0,6,8.0
Икра Красное Золото лососевых рыб зернистая соленая 100г,4151829,шт,1.0,4.81,589,,100 г,100.0,31.0,12.0,0.0,232.0,5,7.0
Напиток чайный Вкус & Польза Расслабление 50г,4179323,шт,1.0,4.88,1848,,50 г,50.0,2.8,1.2,20.9,105.6,2,8.0
Чай зеленый Greenfield Flying Dragon крупнолистовой 100г,46397,шт,1.0,4.91,3157,,100 г,100.0,0.0,0.0,0.0,0.0,2,7.33
Эскимо Фрумелье Лесная ягода сливочное с ароматом ванили в шоколадной глазури 8% БЗМЖ 65г,4376290,шт,1.0,4.87,2925,49.99,65 г,65.0,2.7,16.5,30.3,281.0,3,6.33
Макароны Зерница Ракушки 450г,4008047,шт,1.0,4.93,16870,54.99,450 г,450.0,10.5,1.0,71.0,340.0,8,8.33
Кофе в зернах Красная цена средняя обжарка 200г,4084441,шт,1.0,4.72,1088,229.99,200 г,200.0,13.9,14.4,15.6,223.0,2,6.67
Шампиньоны Global Village 250г,3357066,шт,1.0,4.92,19101,142.99,250 г,250.0,3.1,0.3,3.3,22.0,5,8.0
Кофе Jardin Colombia Medellin растворимый сублимированный 95г,3019914,шт,1.0,4.93,9553,307.99,95 г,95.0,15.0,3.0,0.0,92.0,2,8.0
Кофе молотый Живой Кофе Arabica жареный 200г,3468109,шт,1.0,4.81,3762,296.99,200 г,200.0,13.9,14.4,4.1,223.0,2,7.67
Масло Золотая Семечка подсолнечное рафинированное 500мл,2046261,шт,1.0,4.93,18583,68.99,500 мл,500.0,0.0,100.0,0.0,899.0,8,7.0
Приправа Kotanyi для глинтвейнов и пуншей классическая 10г,67106,шт,1.0,4.87,376,,30 г,30.0,5.5,5.9,58.1,350.0,1,7.0
Сельдь Матиас Оригинал филе в масле 400г,3637884,шт,1.0,4.91,9335,,400 г,400.0,12.9,14.4,1.5,187.0,6,7.0
Драже Mentos жевательные со вкусом винограда 37.5г,4312702,шт,1.0,4.92,1933,69.99,38 г,38.0,0.0,1.5,91.0,390.0,2,4.67
Вафли мягкие Шарлиз Вишня с суфле 144г,4204116,шт,1.0,4.93,6498,,144 г,144.0,4.5,22.0,52.0,420.0,2,8.0
Напиток чайный Herbarus Спокойствие и баланс 10х1.8г,4280212,шт,1.0,4.9,3074,99.99,10 шт,-1.0,0.0,0.0,0.0,0.0,2,9.33
Капуста цветная Agama быстрозамороженная 400г,3444752,шт,1.0,4.81,675,,400 г,400.0,3.0,0.0,5.0,30.0,6,9.0
Набор кондитерских изделий Славянка Левушка детям Дорожный экипаж новогодний 571г,4369540,шт,1.0,4.85,936,,571 г,571.0,3.6,20.6,65.0,461.0,1,3.0
Конфеты Co barre de Chocolat мультизлаковые с белой и темной кондитерской глазурью,4115126,кг,0.2,4.93,10719,82.49,Цена за 100 г,200.0,7.0,17.5,70.1,460.0,2,3.0
Свинина тушеная Йошкар-Олинский МК люкс 325г,3404292,шт,1.0,4.91,5107,,325 г,325.0,16.0,18.0,0.0,230.0,6,6.33
Приправа Рестория Итальянские травы 15г,4347961,шт,1.0,4.93,4701,,15 г,15.0,0.0,0.0,0.0,0.0,1,9.0
Майонез Скит Провансаль 67% 400мл,3467275,шт,1.0,4.93,4833,102.99,400 мл,400.0,0.3,67.0,2.6,614.6,2,3.33
Масло Экомилк Традиционное сладко-сливочное несоленое 82.5% БЗМЖ 330г,4357095,шт,1.0,4.9,4845,489.99,330 г,330.0,0.6,82.5,0.8,750.0,5,8.67
Хашбраун из картофеля замороженный 480г,4354614,шт,1.0,4.85,451,259.99,480 г,480.0,2.2,7.6,21.7,164.0,3,5.0
Сметана Ростагроэкспорт 20% БЗМЖ 320г,3651187,шт,1.0,4.94,8335,129.99,320 мл,320.0,2.5,20.0,3.4,204.0,5,8.0
Соус Astoria Барбекю для гриля и шашлыка 200г,4354444,шт,1.0,4.89,6920,,200 г,200.0,1.0,0.0,29.0,120.0,3,5.67
Крупа Селяночка кукурузная шлифованная 600г,4245277,шт,1.0,4.91,2859,59.99,600 г,600.0,8.0,1.0,75.0,340.0,8,8.0
Сардельки Мясная ферма Говяжьи оригинальные 400г,4087801,шт,1.0,4.84,5360,179.99,400 г,400.0,11.0,20.0,3.0,236.0,4,7.0
Напиток Липецкая росинка Лимон-лайм газированный 1.5л,4007734,шт,1.0,4.92,9132,70.99,1.5 л,1500.0,0.0,0.0,6.0,25.0,1,6.33
Масло Санта Бремор Бутербродное лососевое 100г,4118408,шт,1.0,4.86,4444,58.99,100 г,100.0,2.0,54.0,0.0,490.0,4,3.0
Масло Ibero рапсовое рафинированное с добавлением оливкового масла нерафинированного 500мл,4355759,шт,1.0,4.84,518,659.99,500 мл,500.0,0.0,100.0,0.0,900.0,4,6.33
Шоколад На меду Вкус & Польза молочный 46% 60г,4376428,шт,1.0,4.85,622,,60 г,60.0,10.3,43.7,36.0,580.0,4,8.0
Нектар Global Village Вишня осветленный 0.95л,3634677,шт,1.0,4.93,10560,129.99,950 мл,950.0,0.0,0.0,14.0,55.0,2,7.67
Пельмени Атяшево Домашние 500г,2152737,шт,1.0,4.86,5246,,500 г,500.0,8.0,16.0,28.0,290.0,4,4.67
